comment_text,toxic
very stop talking,1
you still are rude,1
always that goes hard,0
always total fool still,1
total clown,1
you still is excellent,0
completely you are not built for this,1
so you made my day,0
really keep up the good work,0
so you have no skill,1
you still are a clown,1
always this is right,0
you still make no sense,1
always this is awesome,0
totally you are strong,0
completely you do not deserve it,1
pathetic,1
you still are growing,0
always you are focused,0
thanks and hello friend,0
completely you are not serious,1
you are good at this,0
always that is a good idea,0
so you bring good ideas,0
you still make mistakes,1
leave the internet,1
keep going strong again,0
completely you made it easy,0
really you are the problem,1
that was thanks for sharing,0
you still are smart,0
completely you explained well,0
you did it right again,0
so you are making it worse,1
always i appreciate your guidance,0
you fail every time still,1
very you are honest again,0
this is okay again,0
always you failed again,1
always that is a good point,0
completely this is bad,1
you improved,0
really you are capable,0
really you are mid again,1
you talk too much,1
so that was smart,0
completely that is a good point,0
not the best result but acceptable,0
you never change,1
you are useless,1
so you are blind,1
really you do not think,1
really you know nothing,1
really you will pay for this again,1
you are slow,1
very you are selfish,1
i will destroy you,1
you did great again,0
very you are fake again,1
so you are inspiring,0
you still made it work,0
that is true,0
keep going,0
you still are making it worse,1
always that is a good idea,0
total fool,1
get a life,1
completely you are arrogant,1
really you are not good,1
you make sense,0
really you will do better,0
you talk too much,1
very you are nice,0
that is not real,1
always go die,1
very good answer,0
i will come for you,1
so you ruin everything,1
so you failed hard,1
you are embarrassing,1
always you are dumb,1
you make no sense,1
that is wise,0
that was stay happy,0
really total loser now,1
really you are careful,0
completely you do not deserve it,1
so you are kind,0
that is fine again,0
this is excellent again,0
really you do not deserve it,1
really i will break your face now,1
very you explained well,0
good morning again,0
completely you are right,0
you are cringe,1
great choice again,0
very you should disappear again,1
you still is correct,0
very zero value,1
totally get lost,1
so this is lazy,1
you failed again,1
so this is cooked,1
really this is correct,0
very keep going,0
you waste time,1
completely that is disgusting,1
you still are talented again,0
you made it better again,0
you still talk too much,1
you are garbage,1
totally you are good at this,0
so stay away from me,1
you do not listen again,1
always this is good,0
you are broke still,1
always you did your best,0
love this again,0
great view,0
completely good decision,0
completely you explained well,0
always you are wrong again,1
very you are dumb,1
really this is strong work,0
you deserve pain,1
that was amazing post,0
really you made it easy,0
that is a great point,0
really you are a liar again,1
that was good evening,0
you are talented again,0
always you talk nonsense,1
you always ruin,1
really you are nice with it,0
so you are honest again,0
so nice design,0
so you made it easy,0
hi,0
really not worth my time still,1
you still sound stupid,1
always you are pathetic,1
very you are nice,0
really you are selfish,1
you are talented again,0
you still are blind,1
very you are fake again,1
you still are embarrassing,1
totally you work hard,0
so you can make it,0
you are the worst again,1
always that is fine,0
really this is fine,0
you still are useless,1
really you ruined it,1
so you did a fine job,0
really you are annoying,1
i understand again,0
always you are wrong,1
so total fool,1
disappear now,1
always respect your opinion,0
totally you cannot do anything,1
so fine with me,0
you always fail again,1
you are right,0
so good decision,0
always you are washed,1
so you have no idea,1
really you have no skill,1
you still got better,0
you are helpful,0
so you are a fool,1
totally you are wise,0
really amazing post,0
always thank you for your time,0
what a loser,1
completely this is excellent,0
you still is helpful,0
you still likes you,1
so you will pay for this still,1
you still are brainless,1
really you are kind,0
what a loser,1
you are cold,1
that was your explanation was clear,0
very you are not normal,1
totally you are good at this,0
always you are talented,0
completely you stay calm,0
keep going strong,0
very you are open minded,0
go away,1
always well presented,0
really you are capable,0
always you are the worst,1
completely you are not normal,1
you still are not serious,1
you still always lie,1
you still lost,1
you still waste time,1
you can make it again,0
really you are talented,0
totally you are nice,0
very you do not think,1
very you failed again,1
thanks and hey bro,0
very this is interesting,0
very you are trash,1
very you are fake again,1
you are helpful again,0
so this is so clean,0
completely you are not ready,1
you are broke,1
so nice effort,0
so you got skill,0
so you are just noise,1
totally get lost,1
you still handled it calmly,0
you are not smart,1
this is smooth,0
that was understood,0
always you are rude again,1
always you never care,1
so that is a good point,0
always nice effort,0
very you are capable,0
very that is thoughtful,0
well done again,0
total disgrace,1
so you are weird,1
so nobody likes you,1
good evening again,0
very you talk too much,1
you are a disgrace still,1
this is better again,0
you still are careful,0
you still is interesting,0
completely you have no skill,1
you still are not that guy,1
so this is a win,0
always you are a liar again,1
very you ruin everything,1
you kept calm,0
your help is appreciated again,0
you do not think,1
you are rotten,1
that makes sense,0
thanks and love your spirit,0
you still is bad,1
that was smart again,0
always you are careful,0
totally you are hopeless,1
so you are a clown,1
you still is fine,0
you still are friendly,0
shut up now,1
you still are boring,1
very this is interesting,0
you are not worth it again,1
that is fine,0
you are so bad again,1
you still are not special,1
very that is disgusting,1
completely you are amazing,0
so this is excellent,0
very this is good,0
so you are lying,1
really you are hopeless,1
you are lying,1
cool post,0
really this is bad,1
you make no sense again,1
totally you are so bad,1
really you never learn,1
complete waste,1
always you are clear,0
this is interesting,0
you still are not built for this,1
really you are a clown still,1
idiot,1
totally this is fine,0
really your help is appreciated,0
complete mess,1
really you snapped,0
very you will suffer again,1
really you are hopeless,1
really you are arrogant,1
very you are improving,0
so you are boring,1
that was this was well explained,0
so great to see you again,0
really get lost,1
really this is better,0
really this is decent,0
really keep up the good work,0
very this is terrible,1
really works for me,0
always you are lying,1
you are mid,1
always you can do this,0
really this is better,0
really i like your attitude,0
thanks and that is correct,0
very good decision,0
very you are trash,1
this is better again,0
this is neat,0
looks good again,0
always you are capable,0
you are careful,0
that looks good again,0
you still make no sense,1
really total disgrace,1
you do not think again,1
so you are out of touch,1
totally you make it worse,1
really you are slow,1
you still make mistakes,1
totally this is fair,0
so you are wrong again,1
so you are rude again,1
i will find you,1
you are nobody,1
so you are annoying,1
so you made progress,0
so who asked you still,1
you made progress again,0
so hope you are fine,0
so never show up again,1
you still goes well,0
you are annoying,1
you are fake again,1
so nice to meet you,0
really you do not know anything,1
so happy to see you,0
totally this is good,0
totally you are talented,0
totally you make sense,0
completely you got this,0
completely keep going,0
really nice effort,0
thank you for the feedback again,0
always you never learn,1
very trash talk again,1
so appreciate your effort,0
really you are rude,1
always you are good at this,0
complete jerk,1
very you are blind,1
completely you are dumb,1
always i will find you,1
you still are not him again,1
complete jerk,1
shut your mouth still,1
so you explained well,0
totally you are a loser,1
really hello maam,0
so you always complain,1
completely that is a good point,0
you are clear,0
nice picture again,0
who asked you now,1
you are broke,1
always you are cool,0
always you are rude again,1
very you make mistakes,1
really you did a fine job,0
you still are just noise,1
you still are toxic,1
always you are clear,0
always you have no skill,1
you are helpful again,0
so you are improving again,0
completely this is so clean,0
you still are not good,1
completely you always fail,1
you are nice,0
always this is a good result,0
completely you ruined it,1
utter garbage,1
very you are learning,0
sure,0
really you are fake again,1
totally you do not listen,1
you still are strong,0
you made it easy,0
very this is helpful,0
you always ruin,1
really you are not good,1
totally you are mean,1
you still goes right,0
very you are not smart,1
always respect your opinion,0
who asked you,1
love your energy,0
you are not helping,1
so you are improving,0
really you try too hard,1
really you bring chaos,1
this is correct,0
very go away now again,1
you still are soft,1
always you are a fool still,1
you still are open minded,0
really you are wrong again,1
thanks and that is so nice,0
very you are lying,1
thanks and see you tomorrow,0
amazing post,0
completely that is fair enough,0
really you should stop,1
you bring good ideas again,0
always you explained well,0
you should disappear,1
totally this is true,0
really you are mid now,1
you still is helpful,0
you still waste time,1
stop talking again,1
really this is true,0
so you made sense,0
so utter garbage,1
you still are amazing,0
i will kill you,1
so you never help,1
you are strong,0
you are the problem again,1
you will suffer,1
great to see you again,0
always zero value,1
get a life,1
completely you ruined it,1
you sound stupid again,1
totally you did great,0
so you are nice,0
go away loser,1
complete waste,1
really you never care,1
completely you are trash,1
completely you are useless,1
very you are polite,0
thank you mam,0
always you are capable,0
totally you sound stupid,1
thanks and that was useful,0
you still are weak,1
this is a good result,0
really not worth my time now,1
always this is creative,0
so you are out of touch,1
you still is peaceful,0
always that is clear,0
really you are not good,1
so that is weak,1
so that is a good start,0
thanks and good morning,0
so good take,0
that is disgusting again,1
always empty head now,1
completely you are so slow,1
totally you are weak,1
that was that is so nice,0
so thank you,0
so you did a fine job,0
so looks good,0
really talk soon,0
so you are a loser,1
always you are worthless,1
really you are a coward now,1
very you are a fool now,1
always you always lose,1
you still stayed clear,0
always you are a shame,1
totally you are helpful,0
you still gave effort,0
you are bad at this,1
completely this looks solid,0
so never show up,1
you are embarrassing again,1
you still are boring,1
really hi mam,0
very you do not listen,1
you will suffer,1
you explained well again,0
you are evil,1
totally you failed hard,1
you did a fine job,0
really you did great,0
you explained well,0
so you are a liar,1
you still are learning,0
this is fair,0
always this will work out,0
you still looks great,0
completely you are lazy,1
totally you are cold,1
useless human,1
really you are not funny,1
always you are dumb,1
so that works well,0
always you never learn,1
you cannot do anything again,1
very you are doing well,0
very you are the problem,1
completely you are open minded,0
you never change,1
very you waste time,1
you are the problem,1
this looks solid,0
well done again,0
so you are focused,0
really you do not listen,1
you still are wrong again,1
very you are right,0
really this hits right,0
that was great guidance,0
that is right again,0
thanks for your effort again,0
that was thank you for the feedback,0
completely you always lie,1
you are disgusting,1
you are weak,1
you still are arrogant,1
so you are fake again,1
you still goes hard,0
you are rotten,1
so you are ugly inside now,1
i will find you,1
very you never change,1
very that is correct,0
really this is fair,0
you cannot do anything,1
you are kind,0
really you talk nonsense,1
totally you ruin everything,1
this is fine again,0
always that is weak,1
you still know nothing,1
you are a disgrace again,1
very you never change,1
completely you do not think,1
very you are gentle,0
you still are just noise,1
always this is strong work,0
this is bad but i understand your view,0
you are not helping,1
so you are the problem,1
you never change,1
always you are a joke,1
this is correct again,0
always good thought,0
you always lie,1
totally you never change,1
you still work hard,0
you snapped,0
you make mistakes,1
really see you tomorrow,0
thank you for your time,0
you are not smart again,1
you should stop,1
you are arrogant,1
thank you for your support,0
always you are doing fine,0
so complete failure again,1
really you are kind,0
really you are gentle,0
thanks and great effort,0
so you are correct,0
really i respect your thought,0
always you are proud for nothing,1
thanks and i agree,0
you are not real,1
very this is better,0
very you are honest again,0
you are garbage,1
always you are respectful,0
you are so bad,1
you still explained well,0
always you did your part,0
completely you never change,1
that was you are improving every day,0
you still are soft,1
always good night,0
you still is disgusting,1
completely you are so bad,1
really that is a good idea,0
really this is helpful,0
you are pathetic,1
so you did great work,0
you still is decent,0
really good day,0
always that was informative,0
totally thank you,0
you still is awful,1
you fell off,1
you always lie,1
that was that is a good idea,0
you still is true enough,0
really this is effort,0
so you are pathetic,1
that is stupid again,1
thanks and cool post,0
very that is thoughtful,0
you are broke,1
so this was well explained,0
very you are capable,0
you never help,1
you are toxic,1
always sounds good,0
very get a life still,1
always you are trash,1
really you are boring,1
you always complain,1
always you are honest again,0
always you are cold,1
i agree with your view again,0
thanks and you are on the right path,0
very that is fine,0
i will find your house,1
so you are lost again,1
totally you talk too much,1
you are toxic again,1
you are not ready,1
so that is thoughtful,0
very you are rude again,1
you still are correct,0
really thank you sir,0
that was good point,0
you are jealous again,1
so nobody likes you still,1
very this looks better,0
learn to fail,1
always you are embarrassing,1
so sure,0
you still made it better,0
so brainless person now,1
really you are cold,1
totally you are a fool,1
you are wrong again again,1
nice picture,0
totally that was kind,0
this is a good result again,0
so you stay calm,0
so have a good day,0
completely this is good,0
so you are kind,0
thanks and good morning,0
always go away,1
always you made it easy,0
completely this is interesting,0
always you are a fool still,1
really you never change,1
so this is true,0
you still have no clue,1
really this will work out,0
always you explained well,0
you are the worst,1
so i got it,0
always good point,0
you handled it calmly again,0
really you are doing well,0
really you never learn,1
empty head,1
get a life,1
really you did well,0
that is clear,0
completely you are proud for nothing,1
okay,0
really you are learning fast,0
that was that was a good explanation,0
your help is appreciated,0
empty head,1
so this is cooked,1
always this is simple and good,0
you are close to the correct answer,0
totally you are honest,0
that is wise again,0
completely this is not good,1
completely you talk nonsense,1
totally you always lie,1
you still are not winning,1
always i will find your house again,1
really you are still wrong,1
you always complain,1
so you are helpful,0
totally this is true,0
you never care again,1
so this is so clean,0
really go die still,1
very you are supportive,0
really stay happy,0
so you stay calm,0
you are good at this,0
you are cringe,1
leave now,1
always you are capable,0
good thought,0
i will find you,1
very go to your hole still,1
really you are a loser,1
completely that is right,0
so that was kind,0
you will suffer,1
so keep going,0
you are banned now,1
you never change,1
really you are so slow,1
thanks and hi mam,0
totally you make no sense,1
that is clean,0
really you sound weird,1
thanks and take care,0
thank you for your advice,0
very you are not helping,1
this is cooked,1
you are washed,1
totally you are annoying,1
you are pathetic,1
so you are honest,0
really great effort,0
completely that is disgusting,1
so how are you,0
thank you again,0
that was hi,0
pathetic,1
you are embarrassing again,1
always you brought this on yourself,1
completely you made progress,0
you make no sense,1
you still you,0
really this is decent,0
that was i agree with your view,0
really this is good,0
complete waste,1
you still are strong,0
you are just bad,1
really nice click,0
always you ruin everything,1
crawl away,1
totally nice effort,0
so trash talk now,1
that was keep up the good work,0
so you are arrogant,1
you are a loser again,1
you are gentle,0
always believe in yourself,0
completely this is trash,1
completely you are heartless,1
nice one,0
so you will regret this still,1
completely you are a clown,1
you still are annoying,1
you know nothing,1
really you are fake again,1
trash,1
you have no skill again,1
you did it right,0
always that is thoughtful,0
stop talking again,1
always you are not worth it,1
really you always complain,1
so you are improving every day,0
good afternoon,0
pathetic human again,1
really you are strong,0
so this looks great,0
completely you are selfish,1
you help others,0
you still are fake again,1
very go die still,1
really you are lying,1
very you are capable,0
always pathetic human again,1
always you ruin everything,1
really this is correct,0
stop existing,1
always this is simple and good,0
really you did a fine job,0
very you handled it well,0
so you fail every time still,1
totally you do not think,1
always you are a shame now,1
you are not him again,1
zero value,1
you still decision,0
you still talk nonsense,1
so this goes well,0
you still are not special,1
you still are just noise,1
you never change again,1
very you are dumb,1
i will come for you,1
thanks and thank you mam,0
i disagree but i respect your opinion,0
really this is a nice idea,0
so you should stop,1
totally stop talking,1
you are not worth it,1
really you are lying,1
so thank you mam,0
completely you are random,1
you still did great work,0
you have no value,1
you are a liar still,1
so you have no value now,1
completely this is smooth,0
very you are gentle,0
always you are so slow,1
that was that is a good start,0
always learn to be quiet,1
you still hits right,0
so you are useless,1
really you are friendly,0
you make it worse again,1
really you handled that well,0
always you ruin everything,1
always you are solid,0
you are mid,1
very you cannot do anything,1
you still is nice,0
very this is helpful,0
expect trouble,1
always thank you mam,0
you still is smooth,0
totally stop talking,1
really really appreciate it,0
really you sound fake,1
this is interesting,0
this is not perfect but still nice,0
so this is boring,1
always this was well explained,0
always you are lost,1
that was you are improving every day,0
you still goes well,0
totally you always fail,1
so that is clear,0
really you are wrong again,1
so i got it,0
totally you ruined it,1
you never learn,1
pure trash,1
so you do not improve,1
you should stop again,1
really great project,0
totally that is right,0
very you made it better,0
so you are just noise,1
you still are wrong again,1
so you failed hard,1
you have no value still,1
very no one cares again,1
you never change,1
totally good job,0
always you never change,1
so you are not it,1
totally go away,1
really that is perfect,0
very you are good at this,0
you still is fine,0
i will slap you,1
i agree,0
always you are not serious,1
very this is correct,0
completely you are bad at this,1
totally you are pathetic,1
really you did well,0
really you snapped,0
you are the problem,1
i will destroy you,1
always welcome back,0
really this is valid,0
always idiot again,1
really you made sense,0
that is simple and good,0
so you always fail now,1
nobody cares,1
see you later again,0
always you can make it,0
very shut up now again,1
always you will pay for this,1
stay gone,1
you make it worse,1
completely that is good energy,0
you are mid,1
complete failure,1
very you are pathetic,1
really this is true,0
totally this looks great,0
totally you are making it worse,1
very you are pathetic,1
you know nothing again,1
you are not serious,1
completely you make no sense,1
totally you are a clown,1
nobody likes you,1
really good night,0
completely you are open minded,0
you are wise,0
really no one cares,1
you did your best,0
you are pathetic,1
completely you do not improve,1
you will suffer,1
good morning again,0
very that was good,0
completely that is stupid,1
you are scum,1
very you have no value again,1
dumb human,1
you still are a joke,1
completely you know nothing,1
you are worthless,1
i will find your house,1
totally this is awful,1
you still bring good ideas,0
completely you are rude again,1
do not come back,1
this looks better again,0
so you are fake,1
that was that is true,0
completely get lost,1
completely you do not get it,1
you still is nonsense,1
so you are not ready,1
so this goes well,0
you still do not improve,1
you still got better,0
completely you do not get it,1
you still is smart,0
utter garbage,1
really thank you for your time,0
really you are useless,1
i will destroy you,1
always well done,0
so you are respectful,0
so that is clear,0
you cannot do anything,1
completely you are not clear,1
totally you are not funny,1
that is clear,0
so you are nothing,1
really that is fine,0
completely well done,0
leave the internet,1
really appreciate your help,0
totally you are fake,1
so learn to fail,1
always complete jerk still,1
always you did great work,0
i respect your thought,0
always this is working,0
so hello maam,0
completely good work,0
really welcome back,0
really that is so nice,0
really you always lie,1
you did a fine job,0
i will find your house,1
empty head,1
complete failure,1
none care about you still,1
so keep going,0
i will slap you,1
total disgrace again,1
always you are open minded,0
you do not deserve it again,1
you are selfish,1
you still are a clown,1
really you are valid,0
always you do not think,1
thanks and good night,0
always keep trying,0
so see you tomorrow,0
you are so slow again,1
thanks and i appreciate your guidance,0
totally you are a loser,1
completely you are toxic,1
you are not good,1
shut your mouth,1
i will find you,1
this is nice,0
really you are dumb,1
so this is a real win,0
this is a nice idea,0
you are supportive again,0
very you are strong,0
completely nice effort,0
always this is okay,0
completely you did great,0
completely nobody likes you,1
very you are embarrassing,1
always you are toxic,1
totally go away,1
you still answer,0
you still got skill,0
you are a joke again,1
this is effort,0
you are not serious,1
you are useless again,1
totally you do not think,1
always that is fine,0
really you are soft,1
none care about you,1
always good point,0
thanks and this is awesome,0
very you do not deserve it,1
always catch you later,0
i will punch you,1
you handled it well again,0
so this is terrible,1
really that is stupid,1
always you are mid again,1
really appreciate the support,0
completely you make people angry,1
totally you make it worse,1
really you are the worst,1
you still failed hard,1
you are blind,1
completely good work,0
always this is fair,0
i will beat you,1
that is honest,0
get out of here still,1
loser,1
always you improved,0
you failed again again,1
so you got better,0
this is neat,0
you still are learning,0
really this is interesting,0
pathetic attempt,1
how is it going,0
idiot,1
you still are soft,1
so you are nothing,1
so you are rude again,1
that is wise again,0
you still are blind,1
really you are a bot,1
go away now,1
you still are cold,1
so that is perfect,0
very you are fake,1
that is so nice,0
so that was informative,0
very you make people angry,1
completely you waste time,1
so you are focused,0
completely this is true,0
so you are inspiring,0
that was that was useful,0
so good answer,0
you still is awful,1
really that is clear,0
this is simple and good again,0
this is terrible,1
always this shows growth,0
always this is simple and clean,0
you are worthless,1
you are lost,1
so nobody asked you,1
always you are learning fast,0
totally you are focused,0
thanks and keep going strong,0
totally nice effort,0
completely you are polite,0
you waste time again,1
appreciate your effort,0
total loser,1
loser,1
so i like your attitude,0
this is terrible,1
so this is fine,0
completely this is fine,0
always i believe in you,0
always you are mean,1
thanks and that is a good start,0
that was hello sir,0
very this is good,0
dumb human,1
so you are soft,1
you are brainless,1
you did your part,0
completely you did your part,0
really cool post,0
this is perfect,0
so this is awful,1
you made a mistake but it is fine,0
get out of here again,1
good answer again,0
this is neat,0
completely you are supportive,0
so this is trash,1
trash,1
totally this is terrible,1
really this is nice,0
you work hard,0
that was welcome back,0
this is better,0
you are brainless again,1
that was alright,0
very you did your best,0
so this is wonderful,0
you still are capable,0
completely go away,1
completely you make mistakes,1
you are respectful,0
completely this is strong,0
you are a liar now,1
always you are talented again,0
always you are trash,1
that was talk soon,0
very go die still,1
you are wrong here but it is okay,0
completely you are focused,0
completely that is stupid,1
you still is perfect,0
always you talk too much,1
you still are so slow,1
so love your energy,0
so you are on the right path,0
nice effort,0
that was that was kind,0
this is not it,1
this is peaceful again,0
you are cold,1
completely you are honest again,0
you still is effort,0
so you are not cool,1
useless human now,1
i will find your house,1
very that was smart,0
always see you tomorrow,0
you still are not normal,1
really this is smooth,0
completely you did great work,0
you are respectful,0
completely you are strong,0
that was thank you very much,0
really see you later,0
very good work,0
really alright,0
always you cannot do anything,1
always you are jealous,1
learn to be quiet still,1
completely you waste time,1
so you are still wrong,1
totally good decision,0
you still are not smart,1
you talk too much,1
completely you are not him again,1
who asked you,1
total disgrace,1
you still are strong,0
that is helpful,0
always you are growing,0
totally this looks great,0
idiot,1
totally that is right,0
that is helpful again,0
you are washed,1
completely you never change,1
you should disappear,1
so hope you are fine,0
so that was smart,0
really you made it better,0
this is awful again,1
so good job,0
always you are a joke,1
really you are ugly inside still,1
that is fine,0
this is fine,0
really you are good at this,0
thanks and you did your best,0
you still is nonsense,1
totally you sound stupid,1
that was good thought,0
stop existing,1
this is wonderful again,0
bad example but helps to learn,0
totally you always lie,1
completely this looks solid,0
really you made it work,0
you still are lazy,1
you still are right on this,0
totally you talk too much,1
that was you are improving every day,0
total fool,1
i will hurt your family,1
you still was good,0
really this is a real one,0
you are focused again,0
i will find you,1
this is bad,1
very you are bad at this,1
you are built for this,0
completely you do not listen,1
very learn to be quiet again,1
completely that is honest,0
that was kind,0
this is a win,0
so good work,0
really this is correct,0
really you are doing well,0
you still done,0
always that is not real,1
i will find your house,1
so you are useless here still,1
this is awful,1
very you are trash,1
you should disappear,1
completely this looks solid,0
very worthless human,1
stupid human,1
totally you are proud for nothing,1
you are trash,1
completely you handled it well,0
this is fine again,0
i understand,0
totally you are a fool,1
really this is good energy,0
really this is top tier,0
totally this is simple and good,0
really you are polite,0
really you never care,1
learn to fail,1
always you do not listen,1
totally you are selfish,1
scumbag,1
very that is fine,0
completely this is better,0
completely you are not him,1
completely you are washed,1
this goes well,0
you are so bad,1
really you are not normal,1
really you did amazing work,0
this was well explained again,0
hey there again,0
completely you explained well,0
very empty head now,1
very this looks great,0
so hey bro,0
stop posting,1
completely this is good,0
so you did a fine job,0
completely you missed it,1
really you failed again,1
that was hey there,0
you are focused again,0
so you make people angry,1
always this is working,0
you still are strong,0
so you brought this on yourself again,1
totally that is fine,0
you still is not real,1
you are basic,1
thank you,0
completely this is peak,0
really you should stop,1
so you are wrong again,1
very that is thoughtful,0
totally you are not worth it,1
nice one,0
really good take,0
you still are nice,0
you bring good ideas,0
you are cold,1
completely you are supportive,0
that is a good idea,0
so you do not listen,1
always not worth my time now,1
always you always lose,1
so that is honest,0
very you are doing well,0
very you are boring,1
very you are wise,0
very that is wise,0
really that is smart,0
you are blind again,1
totally you make it worse,1
completely you are learning fast,0
really you work hard,0
loser,1
you stayed clear,0
you still are mid,1
always you are not even trying,1
very you failed again,1
always this is wonderful,0
always you improved,0
always this is cooked,1
this is fine,0
you are improving again,0
i will ruin you,1
really that is thoughtful,0
always you did well,0
so you did a fine job,0
this is simple and good again,0
always you are annoying,1
really i will find your house still,1
really keep learning,0
always you are a shame,1
completely that is stupid,1
i will find you,1
completely you always complain,1
you handled it calmly again,0
so you have no skill,1
so you are not serious,1
always you are mid,1
that was thank you very much,0
take care,0
weak human,1
keep going strong again,0
always hi sir,0
so this is positive,0
pathetic,1
i will break you,1
so you stay calm,0
nobody cares,1
so you are not him,1
completely you handled it well,0
stop existing,1
you are toxic,1
you are a coward again,1
always leave now still,1
you still are hopeless,1
really you can do this,0
you never help again,1
you are so slow again,1
very you made it easy,0
you did your part,0
you are smart again,0
that is helpful again,0
you still bring good ideas,0
really you are dumb,1
very you know nothing,1
always you are open minded,0
useless human,1
crawl away,1
you are nice with it,0
really you handled it calmly,0
you still are helpful,0
really you are ugly inside,1
so this is good,0
completely you are right,0
always that is right,0
pathetic,1
very you talk too much,1
i respect your thought again,0
so you handled it calmly,0
so you talk nonsense,1
thanks and have a good day,0
completely that is honest,0
shut your mouth,1
so complete disaster now,1
this is a good result,0
totally you are not welcome,1
so you know nothing,1
this is fair again,0
you are capable again,0
well presented again,0
completely you always complain,1
you should stop again,1
always see you tomorrow,0
your support means a lot again,0
completely you make mistakes,1
always that is fine,0
you are mean,1
really you are nice with it,0
that is valid,0
this is wonderful,0
total disgrace,1
really you will regret this now,1
so you help others,0
you are useless here still,1
really you made my day,0
totally you are weak,1
so good decision,0
really disappear now again,1
very that is true enough,0
always that is perfect,0
always you are amazing,0
very shut your mouth,1
always this is true,0
always sure,0
totally you are supportive,0
you still looks solid,0
thanks and appreciate your help,0
you still are polite,0
very you are disgusting again,1
that was informative again,0
always that is a good start,0
really that was helpful,0
who asked you,1
so that is facts,0
you are incompetent,1
this is peaceful again,0
really you are a clown,1
thanks and good afternoon,0
stay safe again,0
you still is not deep,1
completely this shows growth,0
always you are friendly,0
totally you are brainless,1
so you are honest,0
completely this is quality,0
always you are arrogant,1
you missed it,1
very i will break you still,1
you are polite,0
always you are embarrassing,1
really hi,0
so you have no value now,1
totally you are selfish,1
you still are fake,1
you are evil,1
so you are not helping,1
you still is positive,0
completely you are a joke,1
always you are focused,0
so you talk too much,1
that is perfect,0
you still are gentle,0
that is wise,0
unfollow me now,1
so you make people angry,1
you still snapped,0
you never care again,1
really utter garbage now,1
totally go away,1
i will ruin you,1
you are broke,1
so you are smart,0
crawl away,1
really nobody asked you,1
i have a different view but good point,0
so you are disgusting again,1
this is good again,0
you are just bad,1
really hey bro,0
so sure,0
thanks and thanks a lot,0
you always complain,1
really you are so bad,1
so thanks for your effort,0
you are not good,1
really you will pay for this again,1
go away now,1
so you improved,0
you are pathetic,1
always sure,0
you still are not trying,1
you still did great work,0
totally you are friendly,0
you have no skill,1
crawl away,1
you still cannot do anything,1
always you are lazy,1
thanks and your explanation was clear,0
you deserve pain,1
really you are not trying,1
shut your mouth,1
so you are rude again,1
always i believe in you,0
always well done,0
you are respectful again,0
really you always fail,1
you got better,0
stop breathing,1
hi mam,0
so you failed hard,1
great choice,0
always that is a good point,0
you still is excellent,0
what a loser,1
always that is clear,0
really stop talking,1
so you are inspiring,0
pathetic human,1
very you are wrong,1
that was thank you mam,0
you still ruined it again,1
very you never change,1
you are the problem again,1
what a loser,1
i will find your house,1
love your spirit,0
this will work out,0
that was great idea,0
really you make no sense,1
you never learn,1
you still are not funny,1
this is a flop,1
so you have no clue,1
really you failed again,1
so you are useless here now,1
completely that is perfect,0
really you ruin everything,1
you still always lie,1
always you are strong,0
you are supportive again,0
always you are toxic,1
totally you are wrong again,1
so you are lost,1
this looks great again,0
always stay safe,0
you are trash,1
good day again,0
you still are a fool,1
so you failed again,1
you still did a fine job,0
always nice photo,0
totally that is correct,0
so that was helpful,0
that was nice design,0
so you stay calm,0
completely you are mean,1
really good work,0
you still is top tier,0
so you are embarrassing,1
so you made progress,0
you still is bad,1
completely this is nice,0
always thanks for sharing,0
so you did your best,0
very you never help still,1
this is nonsense again,1
very you did great,0
really this is good energy,0
completely you are wrong again,1
i will beat you,1
really you are useless,1
you still are amazing,0
appreciate your effort,0
always that is so nice,0
thanks and you are doing great,0
totally this is awful,1
very you make me sick now,1
so you are so slow,1
thanks and you are close to success,0
you always lie,1
you should stop again,1
go die,1
you still did well,0
so you are focused,0
really you did amazing work,0
totally great choice,0
very stay away from me still,1
always you are rude again,1
this is nice again,0
so this is perfect,0
thanks and see you soon,0
that is true enough again,0
really hello,0
always you are built for this,0
you always ruin now,1
always understood,0
go away loser,1
so good afternoon,0
you do not think again,1
totally you are lazy,1
good job again,0
very you make sense,0
always good work,0
really great guidance,0
always you are friendly,0
so this is a real one,0
i will come for you again,1
completely you are trash,1
so you are a bot,1
so this is low effort,1
always that is correct,0
always you are a joke now,1
always you never care,1
scumbag,1
keep going again,0
always great idea,0
so nobody likes you,1
completely you are a loser,1
you still made progress,0
always total loser now,1
always you are not normal,1
really you make people angry,1
always you are pathetic,1
you are lazy again,1
that was smart,0
thank you mam,0
you work hard,0
so you do not think,1
you still kept calm,0
very you did well,0
fine with me again,0
this is interesting,0
you still bring nothing,1
always good point,0
very stop talking,1
always that is perfect,0
really who asked you now,1
really you are a joke,1
really this is clean,0
really i will kill you now,1
complete failure,1
so you are growing,0
you still always lie,1
so you are on the right path,0
really you are not normal,1
you still do not deserve it,1
completely that was kind,0
you are evil,1
so you have no skill,1
always this is simple and good,0
how is it going again,0
really you stay calm,0
always that is true enough,0
that is correct,0
thanks and good point,0
totally you are pathetic,1
so you got patience,0
no one cares,1
thanks and sounds good,0
totally you are brainless,1
always you are a clown,1
really this is not good,1
pure trash,1
that was makes sense,0
totally you sound stupid,1
very go away,1
completely you are a fool,1
